resource, long, short, initials, defaultaccess, order, doublebook, maxsignup, hidepublic, comments, warnings, popupwarning,
3, Varian 500 Spectrometer, Varian 500, V500, 1, 1, , 16, , "The spectrometer can be reserved for a maximum of 2 consecutive 15-minute blocks on Monday, Tuesday, and Thursday from 8 a.m. until 4 p.m. Between 4 p.m. and 7 p.m., it can be reserved only for maximum 15 minutes. After 7 p.m. the spectrometer can be reserved for any time period until the following morning 8 a.m.\r\n       On Wednesday and Friday, it can be reserved for up to a 7 hour period between 8 a.m. and 4 p.m. From 4 p.m. until 7 p.m., it can be reserved only for maximum 15 minutes. After 7 p.m. it can be reserved for any time period until the following morning 8 a.m.\r\n       On Saturday, the spectrometer can be reserved for a maximum of 4 consecutive 15-minute blocks from 8 a.m. until 6 p.m. After 6 p.m. it can be reserved for any time period until the following morning 8 a.m. On Sunday, the spectrometer can be reserved for a maximum of 6 hours from 8 a.m. until 6 p.m. After 6 p.m. it can be reserved for any time period until the following morning 8 a.m.\r\n       The same user may use the instrument again only after at least 2 hours have passed since his/her previous use.\r\n", ,
4, Varian 600 Spectrometer, Varian 600, V600, 1, 2, , 16, , "On Monday, Friday, and Saturday, the spectrometer can be reserved for a maximum of 2 consecutive 15-minute blocks from 8 a.m. until 3 p.m. From 3 p.m. until 9 p.m. it can be reserved for a maximum of 2 hours. After 9 p.m. it can be reserved until 8 a.m. of the following day. \r\nOn Tuesday, Wednesday, and Thursday, it can be reserved for a maximum of 2 consecutive 15-minute blocks from 8 a.m. until 5 p.m. After 5 p.m. it can be reserved continuously until 8 a.m. of the following day. \r\nOn Sunday, it can be reserved for a maximum of 8 consecutive 15-minute blocks from 8 a.m. until 5 p.m. After 5 p.m. it can be reserved continuously until 8 a.m. of the following day. \r\nThe same user may use the instrument again after at least 2 hours have passed since his/her previous use.\r\n\r\n", ,
5, Bruker 400 Spectrometer, Bruker 400, B400, 1, 3, , 15, , "The spectrometer can be reserved for a maximum of 2 consecutive 15-minute blocks on Monday, Wednesday, and Friday from 8 a.m. until 6 p.m. From 6 p.m. until 9 p.m. it can be used for a maximum of 4 consecutive 15-minute blocks, and after 9 p.m. it can be reserved for any time period until the following morning at 8 a.m.\r\n\r\nThe Bruker 400 can be used for ordinary experiments every Tuesday until 1:00 pm. Simultaneously, it can be reserved for maximum 2 hours from 9:00 am until 1:00 pm. After 1:00 pm, the spectrometer will be set for diffusion experiments until the following day (Wednesday) 9:00 am. When the Bruker 400 is configured for diffusion experiments there is no time limit for its reservation.\r\n\r\nOn Thursday it can be reserved for up to a 6 hour period between 8 a.m. and 9 p.m. After 9 p.m. it can be reserved for any time period until the following morning at 8 a.m.\r\n\r\nOn Saturday, it can be reserved for a maximum of 2 consecutive 15-minute blocks from 8 a.m. until 2 p.m. From 2 p.m. until 9 p.m. it can be used for a maximum of 4 hours, and after 9 p.m. it can be reserved for any time period until the following morning at 8 a.m.\r\n\r\nOn Sunday, it can be reserved for a maximum of 4 consecutive 15-minutes blocks from 8 a.m. until 5 p.m. After 5 p.m., it can be reserved continuously until 8 a.m. on Monday.  \r\nThe same user may use the instrument again only after at least 2 hours have passed since his/her previous use. \r\n", , 
6, Bruker 500 Spectrometer, Bruker 500, B500, 1, 4, , 11, , "This spectrometer can be used for a maximum of 15 minutes on Monday through Saturday, from 8 a.m. until 5 p.m. From 5 p.m. until 9 p.m. it can be used for a maximum of 2 consecutive 15-minute blocks. After 9 p.m. it can be used continuously until 8 a.m. of the following day. On Sunday, it can be used for a maximum of 2 consecutive 15-minut blocks from 8 a.m. until 9 p.m. and after 9 p.m. it can be used continuously until 8 a.m. on Monday. The same user may use the instrument again only after at least 2 hours have passed since his/her previous use.", ,
7, Bruker 800 Spectrometer, Bruker 800, B800, 1, 5, , 144, , The instrument can be reserved for up to a 144 hours period during week. The period can be extended if no more time is requested. It is assumed that the minimum reserved time will be 1 hour. \r\nNo walk on., ,
1, JEOL 300 Spectrometer, JEOL 300, J300, 1, 6, , 72, , The spectrometer is designated for measurements of heteronuclear CP MAS spectra of solids. It can be reserved for up to a 72 hours period during week. The period can be extended as needed if no other user wants to use it., ,
